ticker,name,exchange,is_active
CMB.,CHASE MANHA-OLD,,N
CMBC,COMMUNITY BCP,,N
CMBM,CAMBIUM NETWRKS,NSDQ,Y
CMC,COMMERCIAL METL,NYSE,Y
CMCA1,COMCAST UK CABL,,N
CMCI,CHINA MODERN AG,OTC,Y
CMCI.,CMC INDUSTRIES,,N
CMCL,CALEDONIA MNG,NYSE,Y
CMCM,CHEETAH MBL-ADR,NYSE,Y
CMCO,COLUMBUS MCKINN,NSDQ,Y
CMCSA,COMCAST CORP  A,NSDQ,Y
CMCSK,COMCAST CLA SPL,NSDQ,N
CMCT,CIM COMMRCL TR,NSDQ,Y
CMD,CANTEL MED CORP,NYSE,Y
CMD.,CRITICARE SYS,,N
CMDCQ,CAREMATRIX CORP,,N
CMDI,V MEDIA CORP,OTC,N
CMDZQ,COMDIAL CORP,,N
CME,CME GROUP INC,NSDQ,Y
CMED.,COLO MEDTECH,,N
CMEDQ,CHINA MED TECH,OTC,N
CMEL,CHECKMATE ELEC,,N
CMFB,COMMERCEFIRST,NSDQ,N
CMFO,CHINA MARINE,OTC,Y
CMFV,COMF5 INTL INC,OTC,Y
CMG,CHIPOTLE MEXICN,NYSE,Y
CMG.B,CHIPOTLE MEX-B,,N
CMGE,CHINA MOBIL-ADR,NSDQ,N
CMGO,CMG HOLDINGS,OTC,Y
CMH,CLAYTON HOMES,,N
CMHF,COMMUNITY HERTG,OTC,Y
CMHHY,CHINA MERCHANTS,OTC,Y
CMI,CUMMINS INC,NYSE,Y
CMI.,CMI CORP CL A,,N
CMIN,COMMWLTH INDS,,N
CMIV.,IVI CHCKMT CORP,,N
CMKC,CROSS MEDIA MKT,,N
CMKG,MKTG INC,OTC,N
CML,COMPELLENT TECH,TSX,N
CMLK.,CML GROUP,,N
CMLP,CRESTWOOD MIDST,NYSE,N
CMLP.,CRESTWOOD M-OLD,,N
CMLS,CUMULUS MEDIA,NSDQ,Y
CMM.,CRIIMI MAE INC,,N
CMMCY,CHINA MASS-ADR,OTC,N
CMND.,COMMAND SYSTEMS,,N
CMNR,COMMERCE EGY GP,OTC,Y
CMNT.,COMPUTER NETWRK,,N
CMO,CAPSTEAD MTG,NYSE,Y
CMOS,CREDENCE SYS CP,,N
CMOT,CURTISS MTRCYCL,OTC,Y
CMP,COMPASS MINERLS,NYSE,Y
CMPC,COMPUCOM SYS,,N
CMPD,COMPUMED INC,OTCBB,Y
CMPGY,COMPASS GRP PLC,OTC,Y
CMPI,COLD METAL PDTS,,N
CMPOQ,CAMPO ELEC APPL,,N
CMPP,CHAMPPS ENTMT,,N
CMPR,CIMPRESS PLC,NSDQ,Y
CMPX,COMPEX TECH INC,,N
CMRCQ,COMMERCE ONE,,N
CMRE,COSTAMARE INC,NYSE,Y
CMRO,COMARCO INC,OTC,N
CMRX,CHIMERIX INC,NSDQ,Y
CMS,CMS ENERGY,NYSE,Y
CMSB,CMS BANCORP INC,NSDQ,N
CMSB.,COMMWLTH BANCP,,N
CMSS.,CREDIT MGMT,,N
CMSV,COMMTY SVG BKSH,,N
CMSX,COMPUTER MGMT S,,N
CMT,CORE MOLDNG TEC,NYSE,Y
CMTA,CLEMENTIA PHARM,NSDQ,N
CMTL,COMTECH TELECOM,NSDQ,Y
CMTN.,COPPER MTN NTWK,,N
CMTOQ,COM21 INC,,N
CMTV,COMMNTY BCP VT,OTCBB,Y
CMTX,COMTEX NEWS NET,OTCBB,Y
CMTY,COMMNTY BKS PA,,N
CMUGY,CORDIAN COMMUN,,N
CMVT,COMVERSE TECH,NSDQ,N
CMX,CAREMARK RX INC,,N
CMXX,CIMETRIX INC,OTC,Y
CMZPF,COMPTON PETROLM,,N
CN.,CHINA NETCM-ADR,,N
CNA,CNA FINL CORP,NYSE,Y
CNABQ,UTD CANNABIS CP,OTC,Y
CNAF,COMML NAT FI PA,OTC,Y
CNAT,CONATUS PHARMA,NSDQ,Y
CNBA,CHESTER BANCORP,OTC,Y
CNBB,CNB FLA BANCSHS,,N
CNBF,CNB FINL CP NY,,N
CNBI,CHINA BCT PHARM,OTCBB,Y
CNBI2,CNB BANCORP-NY,,N
CNBKA,CENTURY BCP-A,NSDQ,Y
CNBL.,CITI-BANCSHARES,,N
CNC,CENTENE CORP,NYSE,Y
CNCD,CONCORD HLDG,,N
CNCE,CONCERT PHARMA,NSDQ,Y
CNCEQ,CONSECO INC-OLD,,N
CNCOY,CENCOSUD SA-ADR,OTC,N
CNCP,CAROLINA NAT CP,,N
CNCT,CHINA TELETECH,OTC,Y
CNCT.,CONNETICS CORP,,N
CNCX,CONCENTRIC NTWK,,N
CNDL,CANDLEWOOD HTL,OTC,Y
CNDO.,CRESCENDO PHARM,,N
CNDSQ,CELLNET DATA,,N
CNDT,CONDUENT INC,NSDQ,Y
CNE,CANETIC RESRCS,,N
CNE.1,CONN ENERGY,,N
CNEP,CHINA NE PETROL,OTC,N
CNET,CHINANET ONLINE,NSDQ,Y
CNET.,CNET NETWORKS,,N
CNF,CNFINANCE HLDGS,NYSE,Y
CNFN,CFN ENTERPRISES,OTC,Y
CNFR,CONIFER HLDGS,NSDQ,Y
CNG,CONSOL NAT GAS,,N
CNGL,CHINA NUTRIFRUT,OTC,N
CNH,CNH GLOBAL NV,NYSE,N
CNHI,CNH INDUSTRIAL,NYSE,Y
CNI,CDN NATL RY CO,NYSE,Y
CNIG,CORNING NAT GAS,OTCBB,Y
CNIT.,CENIT BANCORP,,N
CNJ,COLE NATL NEW,,N
CNK,CINEMARK HLDGS,NYSE,Y
CNL,CLECO CORP,NYSE,N
CNLC,CHINA NATL APPL,,N
CNM.1,CONTL MEDL SYS,,N
CNMD,CONMED CORP,NYSE,Y
CNMWQ,CINCIN MICROWAV,,N
CNNB,CINCINNATI BNCP,NSDQ,Y
CNNE,CANNAE HOLDINGS,NYSE,Y
CNNEF,CANACOL ENERGY,OTC,Y
CNNG,CONNING CORP,,N
CNO,CNO FINL GRP,NYSE,Y
CNOA,CHINA ORGANIC,OTC,N
CNOB,CONNECTONE BCP,NSDQ,Y
CNOB.,CONNECTONE-OLD,,N
CNP,CENTERPOINT EGY,NYSE,Y
CNP.A,CROWN CENTRAL A,,N
CNP.B,CROWN CENTRAL B,,N
CNPP,CORNERSTONE PP,,N
CNQ,CDN NTRL RSRCS,NYSE,Y
CNQR,CONCUR TECH INC,NSDQ,N
CNR,CORNERSTONE BLD,NYSE,Y
CNR.,CONNER PERIPHE,,N
CNR.2,CHINA METRO-RUR,,N
CNRD,CONRAD INDUS,OTC,Y
CNRFF,CONSORCIO ARA,OTC,Y
CNS,COHEN&STRS INC,NYSE,Y
CNSF.,CONSUMERS FINL,,N
CNSI.,CAMBRIDGE NEURO,,N
CNSI2,COLLINS INDS,,N
CNSL,CONSOL COMM IL,NSDQ,Y
CNSO.,CONSO INTERNATL,,N
CNSP,CNS PHARMACEUT,NSDQ,Y
CNSP.,CENTRAL SPRINKL,,N
CNST,CONSTELATN PHAR,NSDQ,Y
CNST.,CONSTAR INT INC,,N
CNSTQ,CONSTAR INTL,,N
CNSWF,CONSTELLATN SFT,OTC,Y
CNT,CENTERPOINT PTY,,N
CNTBY,CANTAB PHARMA,,N
CNTFY,CHINA TECHFAITH,OTC,Y
CNTG,CENTOGENE NV,NSDQ,Y
CNTO,CENTOR ENERGY,OTC,Y
CNTO.,CENTOCOR INC,,N
CNTY,CENTURY CASINOS,NSDQ,Y
CNU,CONTINUCARE CRP,,N
CNU.1,CONTINUUM CO,,N
CNV,CNOVA NV,NSDQ,N
CNVO,CONVIO INC,,N
CNVR,CONVERSANT INC,NSDQ,N
CNVR.,CONVERA CORP,,N
CNVT,CVF TECH CORP,OTC,Y
CNW,CON-WAY INC,NYSE,N
CNW.1,CHICAGO&NOWESTN,,N
CNWHF,CHINA NETWORKS,OTC,Y
CNWT,CISTERA NETWORK,OTC,Y
CNX,CNX RESOURCES,NYSE,Y
CNX.1,CONVEX COMPUTER,,N
CNXM,CNX MIDSTREAM,NYSE,Y
CNXN,PC CONNECTION,NSDQ,Y
CNXR,CONNECTURE INC,OTC,N
CNXS,CONEXUS CORP,OTC,Y
CNXS.,CNS INC,,N
CNXT.,CONEXANT SYS,,N
CNYB.,CENTURY BLDR GP,,N
CNYCF,SEARCHLIGHT RES,OTC,Y
CNYD,CHINA YIDA HLDG,NSDQ,N
CO,GLOBAL CORD BLD,NYSE,Y
COA,COASTAL CONTACT,NSDQ,N
COB,COMMUNITYONE BC,NSDQ,N
COBK,COLONIAL FIN SV,NSDQ,N
COBR,COBRA ELECTRS,NSDQ,N
COBZ,COBIZ FINL INC,NSDQ,N
COC,CONOCO INC,,N
COC.A,CONOCO INC CL-A,,N
COCBF,COASTAL CARIB,OTCBB,Y
COCN,COCENSYS INC,,N
COCOQ,CORINTHIAN COL,OTC,N
COCP,COCRYSTAL PHARM,NSDQ,Y
COD,CHILES OFFSHR,,N
CODA,CODA OCTUPUS GP,NSDQ,Y
CODA.,CODA ENERGY,,N
CODE,SPANSION INC,NYSE,N
CODI,COMPASS DIVERSF,NYSE,Y
CODL,CODE-ALARM INC,,N
CODX,CO-DIAGNOSTICS,NSDQ,Y
COE,CHINA ONLINE ED,NYSE,Y
COES,COMMODORE ENVT,,N
COF,CAPITAL ONE FIN,NYSE,Y
COFD,COLLECTIVE BCP,,N
COFI,CREDIT ONE FINL,OTC,Y
COFS,CHOICEONE FINL,NSDQ,Y
COG,CABOT OIL & GAS,NYSE,Y
COGI.,COGNICASE INC,,N
COGN,COGNOS INC,,N
COGR,COLONIAL GRP A,,N
COGT.,COGENT INC,,N
COHB,COHOES BANCORP,,N
COHIQ,COHO ENERGY INC,,N
COHM,ALL AMERICAN GP,,N
COHN,COHEN&CO INC,NYSE,Y
COHR,COHERENT INC,NSDQ,Y
COHT,COHESANT TECH,,N
COHU,COHU INC,NSDQ,Y
COHY,COHESANT INC,,N
COIB,COMPUTRZD THRML,OTC,N
COIHY,CRODA INTL PLC,OTC,Y
COKE,COCA COLA BOTTL,NSDQ,Y
COL,ROCKWELL COLLIN,NYSE,N
COLB,COLUMBIA BK SYS,NSDQ,Y
COLD,AMERICOLD RLTY,NYSE,Y
COLE,COLE RL EST INV,NYSE,N
COLL,COLLEGIUM PHARM,NSDQ,Y
COLM,COLUMBIA SPORTS,NSDQ,Y
COLRY,CHINA MED&HLTHC,OTC,N
COLT,COLT TCOM-ADR,,N
COLY,COLEY PHARMA GP,,N
COMM,COMMSCOPE HLDG,NSDQ,Y
COMM.,CORECOMM LTD,,N
COMMA,CELLULAR COM -A,,N
COMP,DOW JONES COMP,INDX,Y
COMPX,NASDAQ CMP-NDQ,INDX,Y
COMR,COMAIR HLDGS,,N
COMS.,3COM CORP,,N
COMV,COMVERGE INC,,N
COMX,COMTREX SYSTEMS,OTC,Y
CON,CONTL HOMES HLD,,N
CONCQ,CONTOUR ENERGY,,N
COND,CONDOR SVCS,,N
CONE,CYRUSONE INC,NSDQ,Y
CONEQ,CARRIER1 IN ADR,,N
CONM,CONMED HEALTHCR,,N
CONN,CONNS INC,NSDQ,Y
CONR,CONOR MEDSYSTMS,,N
CONS,CONSERV SVGS CP,,N
CONT,CONTL WASTE IND,,N
CONV,CONVERGENT COMM,,N
CONW,CONSUMERS WATER,,N
CONX,CORGENIX MEDICL,OTC,N
COO,COOPER COS,NYSE,Y
COOL.,CYBERIAN OUTPOS,,N
COOP,MR COOPER GROUP,NSDQ,Y
COOPQ,COOPERATIVE BKS,OTC,N
COP,CONOCOPHILLIPS,NYSE,Y
COP.1,COPLEY PROPERTY,,N
COPE,COPE INC,,N
COPIQ,CRESCENT OP INC,,N
COR,CORESITE REALTY,NYSE,Y
COR.1,CRYSTAL GAS STG,,N
CORC,CORNWALL RESRCS,OTC,Y
CORC.,CORCOM INC,,N
CORD.,CORDIS CORP,,N
CORE,CORE-MARK HLDG,NSDQ,Y
CORE.,CORE INC,,N
CORI,CORIUM INTRNTNL,NSDQ,N
CORI.,CORILLIAN CORP,,N
CORL,COREL CORP-OLD,,N
CORR,CORENERGY INFRA,NYSE,Y
CORR.,COR THERAPEUTIC,,N
CORSQ,CORUS BANKSHRS,,N
CORT,CORCEPT THERAPT,NSDQ,Y
CORV,CORREVIO PHARMA,NSDQ,Y
CORVF,CORVUS GOLD INC,OTC,Y
COSB.,CSB FINL CORP,,N
COSCB,COSMETIC CTR B,,N
COSIQ,COSI INC,OTC,N
COSN,COSINE COMM,OTC,N
COSO,COMMERCESOUTH I,,N
COST,COSTCO WHOLE CP,NSDQ,Y
COSWF,CDN OIL SANDS,OTC,N
COT.1,COLTEC INDS INC,,N
COTE,COATES INTL LTD,OTC,Y
COTQF,COTINGA PHARMA,OTC,Y
COTV,COTIVITI HLDGS,NYSE,N
COTY,COTY INC,NYSE,Y
COUP,COUPA SOFTWARE,NSDQ,Y
COV,COVIDIEN PLC,TSX,N
COVB,COVEST BCSHS,,N
COVR,COVER-ALL TECH,ARCA,N
COVS,COVISINT CORP,NSDQ,N
COVTY,COVESTRO AG-ADR,OTC,Y
COWN,COWEN GROUP INC,NSDQ,Y
COWP,CANAL CAPITAL C,OTCBB,Y
COX,COX COMMS NEW-A,,N
COYNQ,COPSYNC INC,OTC,N
CP,CDN PAC RLWY,NYSE,Y
CPA,COPA HLDGS SA-A,NYSE,Y
CPA.1,CARLISLE PL CLA,,N
CPAA,CONYERS PARK II,NSDQ,Y
CPAC,CEMENTOS PACASM,NYSE,Y
CPAH,COUNTERPATH CP,NSDQ,Y
CPAK,CPAC INC,,N
CPB,CAMPBELL SOUP,NYSE,Y
CPBK,COMMNTY CAPITAL,,N
CPBO,CAPITAL PAC BCP,OTC,N
CPBRQ,CLEARPOINT BUS,OTC,N
CPC,CHEMSPEC INTL,TSX,N
CPC.,CENTRAL PARKING,,N
CPCAY,CATHAY PAC AIR,OTC,Y
CPCIQ,CIPRICO,,N
CPCL,CLARE INC,,N
CPCO.,COMPUTER PETE,,N
CPD,CARACO PHARM,TSX,N
CPDN,COMPDENT CORP,,N
CPE,CALLON PETE-DEL,NYSE,Y
CPEU,CHAPEAU INC,OTCBB,Y
CPEX,CPEX PHARMACEUT,,N
CPF,CENTRAL PAC FIN,NYSE,Y
CPFH,CAPITAL FIN HLD,OTC,Y
CPFR,CAMERA PLATFRMS,,N
CPG,CRESCENT PT EGY,NYSE,Y
CPG.,CHELSEA PPTY GP,,N
CPGI,CHINA SHENGDA,NSDQ,N
CPGX,COLUMBIA PIPELN,NYSE,N
CPHC,CANTERBURY PARK,NSDQ,Y
CPHD,CEPHEID INC,NSDQ,N
CPHI,CHINA PHARMA HL,NYSE,Y
CPHJ,CAPITAL PAC HLD,,N
CPHL,CASTLEPOINT HLD,,N
CPHR,CIPHER PHARMACT,NSDQ,N
CPICQ,CPI CORP,OTC,N
CPII,CPI INTL INC,,N
CPIX,CUMBERLAND PHAR,NSDQ,Y
CPJ,CHATEAU CMNTYS,,N
CPK,CHESAPEAKE UTIL,NYSE,Y
CPKF,CHESAPEAKE FINC,OTC,Y
CPKI,CALIF PIZZA KIT,,N
CPKPY,CP POKPHAND-ADR,OTC,Y
CPL,CPFL ENERGI-ADR,NYSE,N
CPLA,CAPELLA EDUCATN,NSDQ,N
CPLG,COREPOINT LODGE,NYSE,Y
CPLP,CAPITAL PRODUCT,NSDQ,Y
CPLXQ,CERPLEX GROUP,,N
CPLY.,COPLEY PHARMA,,N
CPMD,CANNAPHARMARX,OTC,Y
CPMG,CAPITAL MEDIA,OTC,N
CPMIQ,COMPLETE MGMT,,N
CPN,CALPINE CORP,NYSE,N
CPNLQ,CALPINE CORP,,N
CPNO,COPANO EGY LLC,NSDQ,N
CPNT,CHMPNSHP AUTO,,N
CPP.,CORNERSTONE PPT,,N
CPPL,COLUMBIA PIPELN,NYSE,N
CPPY,CORPORATE PPTY,OTC,N
CPQ,COMPAQ COMPUTER,,N
CPQQ,CHINA POWER EQP,OTC,Y
CPRI,CAPRI HOLDINGS,NYSE,Y
CPRK1,CAPROCK COMM CP,,N
CPRT,COPART INC,NSDQ,Y
CPRX,CATALYST PHARMA,NSDQ,Y
CPS,COOPER-STANDARD,NYSE,Y
CPS.,CHOICEPOINT INC,,N
CPSH,CPS TECHNOLOGYS,NSDQ,Y
CPSI,COMPUTER PRGRMS,NSDQ,Y
CPSJY,CENTERPULSE,,N
CPSL,CHINA PRECISION,OTC,N
CPSS,CONS PORTFOLIO,NSDQ,Y
CPST,CAPSTONE TURBIN,NSDQ,Y
CPT,CAMDEN PPTY TR,NYSE,Y
CPTA,CAPITALA FIN CP,NSDQ,Y
CPTCQ,COMPOSITE TECH,OTC,N
CPTD,CPT HLDGS INC,,N
CPTH,CRITICAL PATH,,N
CPTLQ,CTC COMMUN GRP,,N
CPTP,CAPITAL PPTYS,OTC,Y
CPTRF,CAPTOR CAP CORP,OTC,Y
CPTS,CONCEPTUS INC,NSDQ,N
CPTV,CAPTIVA SOFTWR,,N
CPU,COMPUSA INC,,N
CPV,CENTRACORE PPTY,,N
CPWM,COST PLUS INC,,N
CPWR,OCEAN THRML EGY,NSDQ,Y
CPWR.,COMPUWARE CORP,,N
CPWY,CLEAN EGY PATHW,OTC,Y
CPWY.,CARDIAC PATHWAY,,N
CPX,COMPLETE PRODUC,TSX,N
CPX.,CINEPLEX ODEON,,N
CPXP,COUPON EXPRESS,OTC,N
CPXX,CELATOR PHARMA,NSDQ,N
CPYE,CONSPIRACY ENTM,OTC,N
CPYT,CAREPAYMENT TEC,OTC,Y
CPYYY,CENTRICA PL-ADR,OTC,Y
CQ,COMSAT CP-SER 1,,N
CQB,CHIQUITA BR INT,NYSE,N
CQB.,CHIQUITA BR-OLD,,N
CQH,CHENIERE EP LP,ARCA,N
CQP,CHENIERE ENERGY,NYSE,Y
CR,CRANE CO,NYSE,Y
CRA,CELERA CORP,,N
CRAA,CRA MANAGED,,N
CRAI,CRA INTL INC,NSDQ,Y
CRAN,CROWN-ANDERSEN,OTC,N
CRARY,CREDIT AGRICOLE,OTC,Y
CRASY,CLARINS SA-ADR,,N
CRAWA,CRAWFORD UNITED,OTC,Y
CRAY,CRAY INC,NSDQ,N
CRAY.,CRAY COMPUTER,,N
CRB.1,CAPSTAR BRDCAST,,N
CRB.3,CARBON EGY CORP,,N
CRBC,CITIZENS BKNG,NSDQ,N
CRBO,CARBON EGY CORP,OTC,Y
CRBP,CORBUS PHARMACT,NSDQ,Y
CRC,CA RESOURCES CP,NYSE,Y
CRCE,CROWN RESOURCES,,N
CRCL,CIRCLE INTL GRP,,N
CRCL.,CIRCLE FIN CORP,,N
CRCM,CARE.COM INC,NYSE,N
CRCP,CAROLCO PICT CP,,N
CRCV,CHROMCRAFT REV,OTC,N
CRD.A,CRAWFORD & CO-A,NYSE,Y
CRD.B,CRAWFORD & CO B,NYSE,Y
CRDE,CARDINAL ETHANL,OTC,Y
CRDN,CERADYNE INC,NSDQ,N
CRDNF,CARDINAL RES,OTC,Y
CRDSQ,CROSSROADS SYS,OTC,N
CRE.,CARRAMER REALTY,,N
CREAF,CREATIVE TE LTD,OTC,Y
CREBQ,CHAMPION PARTS,,N
CREC,CARECENTRIC INC,,N
CRED.,CREDO PETROLEUM,,N
CREE,CREE INC,NSDQ,Y
CREG,CHINA RECYCLING,NSDQ,Y
CREL,COREL CORP,,N
CREO,CREO INC,,N
CRESY,CRESUD SA-ADR,NSDQ,Y
CREX,CREATIVE REALTS,NSDQ,Y
CRFT,CRAFTMADE INTL,,N
CRG.,CRAIG CORP,,N
CRGIY,CORGI INTL LTD,,N
CRGN,CURAGEN CORP,,N
CRGS,CURAEGIS TECH,OTC,Y
CRH,CRH PLC-ADR,NYSE,Y
CRHEQ,CORAM HLTHCARE,,N
CRHKY,CHINA RES BEER,OTC,Y
CRHM,CRH MEDICAL CP,NYSE,Y
CRI,CARTERS INC,NYSE,Y
CRI.4,CORE INDS,,N
CRIC,CHINA RE IN-ADR,,N
CRIO,CORIO INC,,N
CRIS,CURIS INC,NSDQ,Y
CRK,COMSTOCK RESOUR,NYSE,Y
CRK.2,CIRCLE K CORP,,N
CRL,CHARLES RVR LAB,NYSE,Y
CRLH,CARLYLE INDS,,N
CRLI,CIRCUIT RES LAB,OTCBB,Y
CRLN,CARELINE INC,,N
CRLRQ,CRAILAR TECH,OTC,N
CRLS,CHRYSALIS INTL,,N
CRLTS,CENTURY REALTY,,N
CRM,SALESFORCE.COM,NYSE,Y
CRMBQ,CRUMBS BAKE SHP,OTC,Y
CRMD,CORMEDIX INC,NYSE,Y
CRMT,AMERICAS CAR-MT,NSDQ,Y
CRMZ,CREDITRISKMONIT,OTCBB,Y
CRN,CORNELL COMPNYS,TSX,N
CRNC,CERENCE INC,NSDQ,Y
CRNCY,CAIRN EGY PLC,OTC,Y
CRNM,CURON MEDICAL,,N
CRNS,CRONOS GROUP,,N
CRNT,CERAGON NETWRKS,NSDQ,Y
CRNT.,CARENETWORK INC,,N
CRNX,CRINITECS PHARM,NSDQ,Y
CRO.2,CRT PROPERTIES,,N
CRON,CRONOS GROUP,NSDQ,Y
CROS,CROSSMANN CMTYS,,N
CROX,CROCS INC,NSDQ,Y
CRP.,CARSON PIRIE,,N
CRPB.,CERPROBE CORP,,N
CRPJY,CHINA RES POWER,OTC,Y
CRPOF,CEAPRO INC,OTC,Y
CRPP,CROWN PACIFIC,,N
CRR.3,CONRAIL INC,,N
CRRC,COURIER CORP,NSDQ,N
CRRFY,CARREFOUR SA,OTC,Y
CRRP,CORRPRO COS INC,,N
CRRR,CAPTEC NET LEAS,,N
CRRR.,CORRIENTE RSRCS,,N
CRRSQ,CORP RES SVCS,OTC,Y
CRRTQ,CARBO CERAMICS,OTC,Y
CRRVF,CVR MEDICAL CP,OTC,Y
CRS,CARPENTER TECH,NYSE,Y
CRSB.,CRUSADER HOLDNG,,N
CRSCZ,CELERIS CORP,,N
CRSP,CRISPR THERAPTC,NSDQ,Y
CRSS,CROSS MEDL PROD,,N
CRT,CROSS TIMBERS,NYSE,Y
CRTG,CORETEC GROUP,OTC,Y
CRTK,COORSTEK INC,,N
CRTN,CARTESIAN INC,OTC,Y
CRTO,CRITEO SA-ADR,NSDQ,Y
CRTO.,CONCERTO SOFTWR,,N
CRTP,CHINA RITAR PWR,OTC,N
CRTV,CREATIVE TECHS,OTC,N
CRTX,CORTEXYME INC,NSDQ,Y
CRTX.,CORNERSTONE THR,,N
CRU,CRUDE CARRIERS,,N
CRUS,CIRRUS LOGIC,NSDQ,Y
CRV,COAST DISTR SYS,ARCA,N
CRVH,CHILCO RIVER HD,OTC,Y
CRVL,CORVEL CORP,NSDQ,Y
CRVP,CRYSTAL ROCK HL,ARCA,N
CRVS,CORVUS PHARMACT,NSDQ,Y
CRVW,CAREVIEW COMMUN,OTCBB,Y
CRWD,CROWDSTRIKE HLD,NSDQ,Y
CRWFF,CINRAM INTL IF,OTC,Y
CRWG,CROWDGATHER INC,OTC,Y
CRWN,CROWN MEDIA HLD,NSDQ,N
CRWNQ,CROWN BOOKS,,N
CRWOY,CHINA RAILWY GP,OTC,Y
CRWS,CROWN CRAFTS,NSDQ,Y
CRX,CRSS INC,,N
CRXA,CORIXA CORP,,N
CRXLY,CRUCELL-ADR,,N
CRXM,TAXUS CARDIUM,OTC,Y
CRY,CRYOLIFE INC,NYSE,Y
CRYFQ,CRYSTALLEX INTL,OTC,N
CRYO,CRYOCOR INC,,N
CRYP,CRYPTOLOGIC LTD,,N
CRZBY,COMMERZBANK AG,OTC,Y
CRZO,CARRIZO OIL&GAS,NSDQ,N
CS,CREDIT SUISSE,NYSE,Y
CSA.1,COAST SAV FINL,,N
CSA.3,COGDELL SPENCER,,N
CSAOY,CHILESAT CP-ADR,,N
CSARQ,CARAUSTAR INDS,,N
CSAV,COOLSAVINGS.COM,,N
CSBB,CSB BANCORP INC,OTCBB,Y
CSBC,CITIZENS SOUTH,,N
CSBC.,CENTRAL &SO HLD,,N
CSBHY,CIBA HOLDING AG,,N
CSBI,CENTURY SO BKS,,N
CSBK,CLIFTON BANCORP,NSDQ,N
CSBR,CHAMPIONS ONCLG,NSDQ,Y
CSCC.,CASCADE COMMUN,,N
CSCD,CASCADE MICRO,NSDQ,N
CSCI,CRYENCO SCIENCE,,N
CSCO,CISCO SYSTEMS,NSDQ,Y
CSCQ,CORRECTIONAL SV,,N
CSCX,CARDIAC SCIENCE,,N
CSDS,CASINO DATA SYS,,N
CSDXY,COSCO SHIPPING,OTC,N
CSE,CAPITALSOURCE,TSX,N
CSE.,CASE CORP,,N
CSEP,CONSEP INC,,N
CSFC.,CSF HOLDINGS,,N
CSFFF,CAPSTONE MINING,OTC,Y
CSFL,CENTERSTATE BNK,NSDQ,Y
CSFSF,CASH STORE FINL,OTC,Y
CSGH,CHINA SUN GROUP,OTC,Y
CSGI.,CITIZENS SEC GP,,N
CSGJ,CHINA SHUANGJI,OTC,N
CSGP,COSTAR GRP INC,NSDQ,Y
CSGS,CSG SYS INTL,NSDQ,Y
CSH,CASH AM INTL,NYSE,N
CSH.,CAPSURE HLDGS,,N
CSHB,COMM SHORES BK,OTCBB,Y
CSHEF,CHINA ENTRP LTD,OTCBB,Y
CSHYY,CHINA STRAT HLD,OTC,N
CSHZ,CHINA SHEN ZHOU,OTC,N
CSI.,CHASE INDS INC,,N
CSII,CARDIOVASCLR SY,NSDQ,Y
CSIM,CONSILIUM INC,,N
CSIN,COMPUTATION SYS,,N
CSIOY,CASIO COMPUTER,OTC,Y
CSIQ,CANADIAN SOLAR,NSDQ,Y
CSKEQ,CHESAPEAKE CORP,,N
CSKI,CHINA SKY ONE,OTC,N
CSKKY,CSK CP-SPON ADR,,N
CSL,CARLISLE COS IN,NYSE,Y
CSLI.,COTTON STS LIFE,,N
CSLLY,CSL LTD-ADR,OTC,Y
CSLMF,CONSOL MERCANTL,,N
CSLR,CONSULIER ENGR,OTC,N
CSLT,CASTLIGHT HLTH,NYSE,Y
CSM.1,CHAPARRL ST-OLD,,N
CSNC,CARDINAL STATE,,N
CSNT,CRESCENT BKG GA,,N
CSOD,CORNERSTONE OND,NSDQ,Y
CSOL,CHINA SOLAR&CLN,OTC,Y
CSON,COHESION TECHNO,,N
CSPGF,ALABAMA GRAPHIT,OTC,N
CSPI,CSP INC,NSDQ,Y
CSPN,CASPEN OIL,OTC,N
CSPR,CASPER SLEEP,NYSE,Y
CSR,CHINA SEC&SURV,,N
CSR.1,CENTRAL & SO WE,,N
CSRA,CSRA INC,NYSE,N
CSRE,CSR PLC-ADR,NSDQ,N
CSRE.,COMSHARE INC,,N
CSRMY,CONSORT MED ADR,OTC,N
CSRV,CERTIFIED SVCS,,N
CSRV.,COMPUSERVE CORP,,N
CSS,CSS INDS INC,NYSE,N
CSSE,CHICKEN SOUP FS,NSDQ,Y
CSSV,CASPIAN SERVICE,OTCBB,Y
CST,CST BRANDS INC,NYSE,N
CSTB,CALIF SB COVINA,,N
CSTE,CAESARSTONE LTD,NSDQ,Y
CSTI,COSTAR TECH INC,OTC,Y
CSTL,CASTLE BIOSCI,NSDQ,Y
CSTL2,CASTELLE,,N
CSTM,CONSTELLIUM SE,NYSE,Y
CSTM.,GLBL MOTOSPORT,,N
CSTM2,CLEAN SYS TECH,,N
CSTN,CORNERSTONE FIN,,N
CSTR,CAPSTAR FIN HLD,NSDQ,Y
CSTU,COLORSTARS GRP,OTC,N
CSU,CAPITAL SR LIVG,NYSE,Y
CSUAY,CHINA SHENH EGY,OTC,Y
CSUNY,CHINA SUNERGY,OTC,N
CSV,CARRIAGE SVCS-A,NYSE,Y
CSVI,COMPUTER SERVCS,OTC,Y
CSWC,CAPITAL SW CORP,NSDQ,Y
CSWI,CSW INDUSTRIALS,NSDQ,Y
CSWI.,COMPUTER SOFTWR,,N
