ticker,name,exchange,is_active
KERX,KERYX BIOPHARMA,NSDQ,N
KESIQ,KY ELEC STEEL,,N
KESNQ,KEYSTONE CONSOL,,N
KEX,KIRBY CORP,NYSE,Y
KEY,KEYCORP NEW,NYSE,Y
KEYN,KEYNOTE SYSTEMS,NSDQ,N
KEYO,KEYON COMM HLDG,OTC,N
KEYP,KEYUAN PETROCHM,,N
KEYS,KEYSIGHT TECH,NYSE,Y
KEYS.,KEYSTONE AUTO,,N
KEYW,KEYW HOLDING CP,NSDQ,N
KF,KOREA FUND,NYSE,Y
KFBI,KLAMATH BCP,,N
KFFB,KENTUCKY FIRST,NSDQ,Y
KFI,K&F INDUS HLDGS,,N
KFN,KKR FINL HLDGS,NYSE,N
KFRC,KFORCE INC,NSDQ,Y
KFS,KINGSWAY FINL,NYSE,Y
KFX,KOFAX LTD,NSDQ,N
KFY,KORN/FERRY INTL,NYSE,Y
KG,KING PHARMACEUT,TSX,N
KGC,KINROSS GOLD,NYSE,Y
KGDEY,KINGDEE INTL,OTC,Y
KGFHY,KINGFISHER -ADR,OTC,Y
KGHI,KAISER GRP HLDG,OTCBB,Y
KGJI,KINGOLD JEWELRY,NSDQ,Y
KGM,KERR GROUP INC,,N
KGNX,KOLLAGENX CORP,OTC,N
KH,CHINA KANGH-ADR,NYSE,N
KHA,KBL HEALTHCARE,,N
KHC,KRAFT HEINZ CO,NSDQ,Y
KHG,KEYSTONE HERITG,,N
KHKH,KITTY HAWK INC,,N
KHLR,KAHLER REALTY,,N
KHNGY,KUEHNE&NAGL INT,OTC,Y
KIDBQ,KID BRANDS INC,OTC,Y
KIDD,FIRST YEARS INC,,N
KIDEQ,4 KIDS ENTNMNT,OTC,N
KIDQ,NEW HORIZON KID,,N
KIDS,ORTHOPEDIATRICS,NSDQ,Y
KIDS2,CHILDRNS COMPRE,,N
KIDSQ,PARENT CO/THE,OTC,N
KIGRY,KION GROUP AG,OTC,Y
KII,KEYSTONE INTL,,N
KIM,KIMCO REALTY CO,NYSE,Y
KIN,KINDRED BIOSCI,NSDQ,Y
KING,KING DIGITL ENT,NYSE,N
KINN,KINNARD INVEST,,N
KINS,KINGSTONE COS,NSDQ,Y
KIORQ,KIOR INC-A,OTC,N
KIPS,KIPS BAY MEDICL,OTC,N
KIQ,KELSO TECH INC,NYSE,Y
KIRK,KIRKLANDS INC,NSDQ,Y
KIROY,KUMBA IRON ORE,OTC,Y
KITDQ,KIT DIGITAL INC,OTC,N
KITE,KITE PHARMA INC,NSDQ,N
KITM,KITARA MEDIA CP,OTCBB,N
KIWB,KIWIBOX.COM INC,OTC,Y
KJFI,COMJOYFUL INTL,OTC,Y
KKD,KRISPY KREME,NYSE,N
KKPNF,KONIN KPN NV,OTC,Y
KKPNY,ROYAL PTT-ADR,OTC,Y
KKR,KKR & CO INC,NYSE,Y
KL,KIRKLAND LAKE,NYSE,Y
KLAC,KLA CORP,NSDQ,Y
KLBAY,KLABIN SA,OTC,Y
KLDI,KLDISCOVERY INC,OTC,Y
KLDO,KALEIDO BIOSCI,NSDQ,Y
KLDX,KLONDEX MINES,ARCA,N
KLIC,KULICKE & SOFFA,NSDQ,Y
KLLM,KLLM TRANS SVC,,N
KLMR,KLM ROYAL DUTCH,OTC,Y
KLOC,KUSHNER LOCKE,OTC,Y
KLPEF,KLEPIERRE SA,OTC,Y
KLR,KALEYRA INC,NYSE,Y
KLUCQ,KAISER ALUM-OLD,,N
KLXE,KLX ENERGY SVCS,NSDQ,Y
KLXI,KLX INC,NSDQ,N
KLYCY,KUNLUN EGY ADR,OTC,Y
KMA,KMG AMER CP,,N
KMAG.,KOMAG INC-OLD,,N
KMB,KIMBERLY CLARK,NYSE,Y
KMBC,KONTRON MOBILE,,N
KMDA,KAMADA LTD,NSDQ,Y
KMEDQ,KEY3MEDIA GROUP,,N
KMG,KMG CHEMICALS,NYSE,N
KMG.,KERR-MCGEE,,N
KMGP,KNOWLEDGE MECHN,,N
KMI,KINDER MORGAN,NYSE,Y
KMI.,KINDER MORG-OLD,,N
KMLCF,CARMEL CONT SYS,,N
KMLXF,RESPIRI LTD,OTC,Y
KMMS,KIMMINS CP NEW,,N
KMP,KINDER MORG ENG,TSX,N
KMPH,KEMPHARM INC,NSDQ,Y
KMPR,KEMPER CORP,NYSE,Y
KMR,KINDER MORG MGT,NYSE,N
KMRTQ,K MART CORP,,N
KMT,KENNAMETAL INC,NYSE,Y
KMTUY,KOMATSU LTD ADR,OTC,Y
KMWE,KM WEDDING EVNT,OTC,Y
KMX,CARMAX GP (CC),NYSE,Y
KN,KNOWLES CORP,NYSE,Y
KNA,KNOGO NRTH AMER,,N
KNAN,CANAAN EGY CORP,,N
KNAP,KNAPE & VOGT,,N
KNBT,KNBT BANCRP INC,,N
KNBWY,KIRIN HLDGS CO,OTC,Y
KNCAY,KONICA MINOLTA,OTC,Y
KND,KINDRED HLTHCR,NYSE,N
KNDI,KANDI TECH CORP,NSDQ,Y
KNDL,KENDLE INTL INC,,N
KNECQ,KNIGHT ENERGY,OTC,N
KNL,KNOLL INC,NYSE,Y
KNL.1,KNOLL INC-OLD,,N
KNMCY,KONAMI CORP-ADR,OTC,Y
KNO.,KNOGO CORP,,N
KNOL,KNOLOGY INC,,N
KNOP,KNOT OFFSHOR LP,NYSE,Y
KNOS,KRONOS ADV TECH,OTCBB,Y
KNOW.,KNOWLEDGEWARE,,N
KNSA,KINISKA PHARMA,NSDQ,Y
KNSL,KINSALE CAP GRP,NSDQ,Y
KNSY,KENSEY NASH CP,,N
KNT,KENT ELECTRONIC,,N
KNTA,KINTERA INC,,N
KNTH,KENT INTL HLDGS,,N
KNVKF,KINNEVIK AB ORD,OTC,Y
KNWN,KNOW LABS INC,OTC,Y
KNX,KNIGHT-SWIFT TR,NYSE,Y
KNX.,KNIGHT TRAN-OLD,,N
KNXA,KENEXA CORP,NYSE,N
KNYJY,KONE OYJ-B,OTC,Y
KO,COCA COLA CO,NYSE,Y
KOAN,RESONATE BLENDS,OTC,Y
KOD,KODIAK SCIENCES,NSDQ,Y
KODK,EASTMAN KODAK,NYSE,Y
KOF,COCA-COLA FEMSA,NYSE,Y
KOG,KODIAK OIL&GAS,NYSE,N
KOL.,KOLLMORGEN CORP,,N
KOMG,KOMAG INC,,N
KONAQ,KONA GRILL INC,OTC,Y
KOOP,DRKOOP.COM INC,,N
KOP,KOPPERS HOLDNGS,NYSE,Y
KOPN,KOPIN CORP,NSDQ,Y
KORIY,KOOR INDS-ADR,,N
KOS,KOSMOS ENERGY,NYSE,Y
KOSN,KOSAN BIOSCINCS,,N
KOSP,KOS PHARMA,,N
KOSS,KOSS CORP,NSDQ,Y
KP,KEY PRODUCTION,,N
KPA,INNKEEPERS USA,,N
KPELY,KEPPEL LTD ADR,OTC,Y
KPP,KANEB PIPELIN-S,,N
KPT,KONOVER PPTY TR,,N
KPTI,KARYOPHARM THER,NSDQ,Y
KPU,KANEB PIPELIN-I,,N
KR,KROGER CO,NYSE,Y
KRA,KRATON CORP,NYSE,Y
KRC,KILROY REALTY,NYSE,Y
KRE.,CAPITAL RE CORP,,N
KREF,KKR RE FIN TRST,NYSE,Y
KREN,KINGS ROAD ENT,,N
KREVF,KEPPEL REIT,OTC,Y
KRG,KITE REALTY GRP,NYSE,Y
KRI,KNIGHT RIDDER,,N
KRKR,36KR HOLDINGS,NSDQ,Y
KRMD,REPRO MEDSYSTEM,NSDQ,Y
KRNT,KORNIT DIGITAL,NSDQ,Y
KRNY,KEARNY FINL CP,NSDQ,Y
KRO,KRONOS WORLDWD,NYSE,Y
KROL,KROLL INC,,N
KRON,KRONOS INC,,N
KROS,KEROS THERAPEUT,NSDQ,Y
KRP,KIMBELL ROYALTY,NYSE,Y
KRSC,KAISER VENTURES,,N
KRSL,KREISLER MFG,OTC,N
KRT,KRAMONT REALTY,,N
KRTX,KARUNA THERAPTC,NSDQ,Y
KRUS,KURA SUSHI USA,NSDQ,Y
KRYAY,KERRY GROUP PLC,OTC,Y
KRYS,KRYSTAL BIOTECH,NSDQ,Y
KRYS.,KRYSTAL CO,,N
KS,KAPSTONE PAPER,NYSE,N
KSBI,KS BANCORP INC,OTCBB,Y
KSE,KEYSPAN CORP,,N
KSHB,KUSHCO HOLDING,OTC,Y
KSP,K-SEA TRANSPORT,,N
KSQR,KENDALL SQR RES,,N
KSS,KOHLS CORP,NYSE,Y
KSTN,KEYSTONE FINL,,N
KSTR,KESTREL ENERGY,OTC,N
KSU,KANSAS CITY SOU,NYSE,Y
KSW,KSW INC,,N
KSWS,K-SWISS CL A,NSDQ,N
KT,KT CORP,NYSE,Y
KTB,KONTOOR BRANDS,NYSE,Y
KTCC,KEY TRONIC,NSDQ,Y
KTCO,KENAN TRANSPORT,,N
KTEC,KEY TECHNOLOGY,NSDQ,N
KTIC,KAYNAR TECH INC,,N
KTIE,KTI INC,,N
KTII,K TRON INTL,,N
KTLI,K TEL INTL INC,,N
KTMC,KIT MANUFACTURI,OTC,N
KTO,K2 INC,,N
KTOS,KRATOS DEFENSE,NSDQ,Y
KTOV,KITOV PHARMACT,NSDQ,Y
KTR,KEYSTONE PPTY,,N
KTTEQ,KITTY HAWK-OLD,,N
KTWO,K2M GRP HLDGS,NSDQ,N
KTYB,KENTUCKY BCSH,OTCBB,Y
KTZ.1,KATZ MEDIA GP,,N
KU,KU ENERGY CORP,,N
KUAL,KUALA HLTHCARE,OTC,N
KUBTY,KUBOTA CORP ADR,OTC,Y
KUH,KUHLMAN CP-OLD,,N
KUHM,KUHLMAN COMPANY,,N
KUKAY,KUKA AG,OTC,Y
KURA,KURA ONCOLOGY,NSDQ,Y
KURRY,KURARAY CO U-AD,OTC,Y
KURU,KUN RUN BIOTECH,OTC,N
KURZ,KURZWEIL APPLD,,N
KUTV,KU6 MEDIA LTD,NSDQ,N
KVCOQ,KEVCO INC,,N
KVHI,KVH INDUSTRIES,NSDQ,Y
KVPBQ,K-V PHARMAC B,OTC,N
KVPHQ,K-V PHARMA-CL A,OTC,N
KW,KENNEDY-WILSON,NYSE,Y
KWBT,KIWA BIO-TECH,OTCBB,Y
KWD,KELLWOOD,,N
KWHIY,KAWASAKI HEAVY,OTC,Y
KWIC.,KENNEDY-WIL ITL,,N
KWKAQ,QUICKSILVER RES,OTC,N
KWND,KENETECH CORP,,N
KWP,KING WORLD PROD,,N
KWR,QUAKER CHEMICAL,NYSE,Y
KXIN,KAIXIN AUTO HLD,NSDQ,Y
KYAK,KAYAK SOFTWARE,NSDQ,N
KYCN,KEYSTONE CONSOL,OTC,N
KYF,KENTUCKY FI-OLD,,N
KYMD,KENTUCKY MED A,,N
KYOCY,KYOCERA CP ADR,OTC,Y
KYPH,KYPHON INC,,N
KYTH,KYTHERA BIOPHRM,NSDQ,N
KZ,KONGZHONG-ADR,NSDQ,N
KZ.,KYSOR INDUSTRL,,N
KZIA,KAZIA THERAPTCS,NSDQ,Y
KZL,KERZNER INTL LT,,N
KZMYY,KAZ MINERALS,OTC,Y
KZR,KEZAR LIFE SCI,NSDQ,Y
L,LOEWS CORP,NYSE,Y
L.1,LIBERTY FINL CO,,N
LAB,LABRANCHE & CO,,N
LABC,LOUISIANA BANCP,NSDQ,N
LABK,LAFAYETTE AMERN,,N
LABL,MULTI-COLOR,NSDQ,N
LABN.,LAKE ARIEL BANC,,N
LABS.,LABONE INC-OLD,,N
LABS2,LABONE INC-NEW,,N
LABT,LABTEC INC,,N
LABZ,LAB SPECIALISTS,,N
LAC,LITHIUM AMERICS,NYSE,Y
LAC.,LAC MINERALS,,N
LACE,ALPINE LACE BRD,,N
LACQ,LEISURE ACQ CP,NSDQ,Y
LAD,LITHIA MOTORS,NYSE,Y
LADF,LADD FURNITURE,,N
LADR,LADDER CAP CP-A,NYSE,Y
LAF,LAFARGE NO AMER,,N
LAGR,LA GEAR INC,,N
LAIX,LAIX INC,NYSE,Y
LAIX.,LAI WORLDWIDE,,N
LAKE,LAKELAND INDS,NSDQ,Y
LAMR,LAMAR ADVER CO,NSDQ,Y
LAN,LANCER CORP,,N
LANC,LANCASTER COLON,NSDQ,Y
LAND,GLADSTONE LAND,NSDQ,Y
LAND.,LANDAIR CORP,,N
LANT,LANNET DATA COM,,N
LANZ,LANCER ORTHODON,OTCBB,Y
LARK,LANDMARK BCP,NSDQ,Y
LARL,LAUREL CAP GRP,,N
LARS,LARSCOM INC,,N
LASLY,LENTUO INT-ADS,OTC,Y
LASR,NLIGHT INC,NSDQ,Y
LASRF,LASER IND ORD,,N
LATD,LATITUDE COMM,,N
LATN,UNION ACQUISITN,NSDQ,Y
LATX,LATITUDE 360,OTC,Y
LATX.,LATEX RESOURCES,,N
LAUN,LAUNCH MEDIA,,N
LAUR,LAUREATE EDUCAT,NSDQ,Y
LAUR.,LAUREL BANCORP,,N
LAUR2,LAUREATE EDUCAT,,N
LAVA,MAGMA DESIGN,,N
LAW,LAWTER INTL,,N
LAWEQ,LAW ENFORCEMENT,OTC,N
LAWS,LAWSON PRODUCTS,NSDQ,Y
LAXAF,LAXAI PHARM LTD,OTC,Y
LAYN,LAYNE CHRISTENS,NSDQ,N
LAZ,LAZARD LTD,NYSE,Y
LAZY,LAZYDAYS HLDGS,NSDQ,Y
LB,L BRANDS INC,NYSE,Y
LB.,LA BARGE,,N
LBAI,LAKELAND BANCRP,NSDQ,Y
LBAS,LOCATION BASED,OTC,Y
LBC,LUTHER BURBANK,NSDQ,Y
LBC.1,LAB CHILE -ADR,,N
LBCC,LONG BLOCKCHAIN,OTC,Y
LBCI,LIBERTY BNCP-DE,,N
LBCP,LIBERTY BANCORP,OTCBB,N
LBMH,LIBERATOR MEDIC,ARCA,N
LBNA,LIBERTY BNCP OK,,N
LBRDA,LIBERTY BRDBD-A,NSDQ,Y
LBRDK,LIBERTY BRDBD-C,NSDQ,Y
LBRT,LIBERTY OILFLD,NYSE,Y
LBTE,LIBERATE TECH,OTC,N
LBTI,LITHIUM&BORON,OTC,Y
LBTYA,LIBERTY GLBL-A,NSDQ,Y
LBTYB,LIBERTY GLBL-B,NSDQ,Y
LBTYK,LIBERTY GLBL-C,NSDQ,Y
LBUY,LEAFBUYER TECH,OTC,Y
LBY,LIBBEY INC,NYSE,Y
LBYE,LIBERTY EGY CP,OTC,Y
LC,LENDINGCLUB CP,NYSE,Y
LC.,LIBERTY CORP,,N
LCA,LANDCADIA HLDGS,NSDQ,Y
LCAR,LESCARDEN INC,OTC,Y
LCAV,LCA-VISION INC,NSDQ,N
LCBM,LIFECORE BIOMED,,N
LCC,US AIRWAYS GRP,NYSE,N
LCCI,LCC INTL INC,,N
LCCO,LAMAR CAP CORP,,N
LCE,LONE STAR INDS,,N
LCGI,LEARNING CR GP,,N
LCI,LANNETT INC,NYSE,Y
LCI.,LCI INTL INC,,N
LCII,LCI INDUSTRIES,NYSE,Y
LCLDQ,LACLEDE STEEL,,N
LCLGQ,LINCOLN LOGS,OTC,N
LCMD,LIFE CARE MED,OTC,N
LCNB,LCNB CP,NSDQ,Y
LCOR,LANDACORP INC,,N
LCOS.,LYCOS INC,,N
LCPFQ,LOEWS CINEPLEX,,N
LCRD,LASERCARD CORP,,N
LCRY,LECROY CORP,,N
LCSI,LCS INDS,,N
LCTOD,EL SITIO INC,,N
LCTX,LINEAGE CELL TH,NYSE,Y
LCUT,LIFETIME BRANDS,NSDQ,Y
LD.,LOUIS DREYFUS,,N
LDCOY,LADBROKES PLC,OTC,N
LDG,LONGS DRUG STOR,,N
LDIC,LDI CORP,,N
LDIG,LIBERTY DIGITAL,,N
LDIS,LEADIS TECH INC,OTC,N
LDKYQ,LDK SOLAR CO,OTC,N
LDL,LYDALL INC,NYSE,Y
LDMK,LANDMARK SYS,,N
LDOS,LEIDOS HOLDINGS,NYSE,Y
LDR,LANDAUER INC,NYSE,N
LDRH,LDR HOLDING,NSDQ,N
LDSD,LEADINGSIDE INC,,N
LDSH,LADISH COMPANY,,N
LDW.A,LAIDLAW INC CLA,,N
LDWIF,LAIDLAW INC,,N
LE,LANDS END INC,NSDQ,Y
LE.,LANDS END-OLD,,N
LEA,LEAR CORPORATN,NYSE,Y
LEAF,LEAF GROUP LTD,NYSE,Y
LEAF.,INTERLEAF INC,,N
LEAI,LEGACY EDUCATN,OTCBB,Y
LEAP.,LEAPNET INC,,N
LEAP2,LEAP WIRELESS,,N
LEARQ,LEAR CORP-OLD,,N
LEAS,STRATEGIC ASSET,,N
LEAT,LEATT CORP,OTC,Y
LECH,LECHTER INC,,N
LECO,LINCOLN ELECTRC,NSDQ,Y
LEDG,LEDGER CAP CORP,,N
LEDR,MARKET LEADER,NSDQ,N
LEDS,SEMILEDS CORP,NSDQ,Y
LEE,LEE ENTRPRS,NYSE,Y
LEG,LEGGETT & PLATT,NYSE,Y
LEGC,LEGACY BANCORP,,N
LEGH,LEGACY HOUSING,NSDQ,Y
LEGIF,LEG IMMOBILIEN,OTC,Y
LEGL.,CO-COUNSEL INC,,N
LEHMQ,LEHMAN BROS HLD,,N
LEIX,LOWRANCE ELEC,,N
LEJU,LEJU HOLDINGS,NYSE,Y
LEKOF,LEKOIL LTD,OTC,Y
LEN,LENNAR CORP -A,NYSE,Y
LEN.B,LENNAR CORP -B,NYSE,Y
LEND.,ACCREDITED HOME,,N
LENS.,CONCORD CAMERA,,N
LENSF,PRESBIA PLC,OTC,Y
LENXQ,LENOX GROUP INC,,N
LEOM,LEO MOTORS INC,OTC,N
LEON.,LION BIOSCI-ADR,,N
LESL,LESLIES POOL,,N
LESR,MEGO FINANCIAL,,N
LEU,CENTRUS ENERGY,NYSE,Y
LEVI,LEVI STRAUSS&CO,NYSE,Y
LEVL,LEVLE ONE BCP,NSDQ,Y
LEVL.,LEVEL ONE COMMS,,N
LEVP,LEV PHARMACEUT,,N
LEXEA,LIBERTY EXPED-A,NSDQ,N
LEXEB,LIBERTY EXPED-B,NSDQ,N
LEXPQ,LEXINGTON PRECI,OTC,N
LEXR,LEXAR MEDIA INC,,N
LF,LEAPFROG ENTRPS,NYSE,N
LFAC,LF CAPITAL ACQ,NSDQ,Y
LFAY,LESLIE FAY COS,,N
LFB,LONGVIEW FIBRE,,N
LFC,CHINA LIFE INS,NYSE,Y
LFCT,LEADER FIN CORP,,N
LFED,LEEDS FED BNCSH,,N
LFGRQ,LANDAMERICA FIN,,N
LFI.2,LOCAL FINL CORP,,N
LFIN,LONGFIN CORP,OTC,Y
LFMN,LIFEMINDERS INC,,N
LFPI,LIFEPOINT INC,OTC,Y
LFRGY,LAFARGE SA-ADR,OTC,N
LFSYY,LIFESTYLE INTL,OTC,Y
LFT.2,LEXFORD RESDNTL,,N
LFUGY,LI AND FUNG LTD,OTC,Y
LFUS,LITTELFUSE INC,NSDQ,Y
LFVN,LIFEVANTAGE CP,NSDQ,Y
LFXG,LIFE-EXCHANGE,OTC,N
LGBT.,PLANETOUT INC,,N
LGCYQ,LEGACY RESERVES,OTC,Y
LGDIQ,LEGEND INTL HLD,OTC,N
LGE,LG&E ENERGY CP,,N
LGF.A,LIONS GATE ETMT,NYSE,Y
LGF.B,LIONS GATE EN-B,NYSE,Y
LGFTY,LONGTOP FIN-ADR,,N
LGGNY,LEGAL &GENL GRP,OTC,Y
LGIH,LGI HOMES INC,NSDQ,Y
LGL,LGL GROUP INC,NYSE,Y
LGMTA,LOGIMETRICS INC,OTC,N
LGN,LODGIAN INC,,N
LGN.,LOGICON INC,,N
LGND,LIGAND PHARMA-B,NSDQ,Y
LGNT,LEGENT CORP,,N
LGRVF,LEGRAND SA,OTC,Y
LGTO,LEGATO SYSTEMS,,N
LGTY,LOGILITY INC,,N
LGVN,LOGICVISION INC,,N
LH,LABORATORY CP,NYSE,Y
LHC.,LNH REIT INC,,N
LHCG,LHC GROUP INC,NSDQ,Y
LHMS,LOEHMANNS HLDGS,,N
LHO,LASALLE HTL PRP,NYSE,N
LHSG,LHS GROUP INC,,N
LHSIF,LIBERTY HEA SCI,OTC,Y
LHSPQ,LERNOUT&HAUSPIE,,N
LHX,L3HARRIS TECH,NYSE,Y
LI,LAIDLAW INTL,,N
LI.,LILLY IND -CL A,,N
LIA,LIBERTY ACQIS,,N
LIBB,LIBERTY BANCORP,,N
LIBHA,LIBERTY HOMES A,OTC,N
LIBT,LIBERTY TECH,,N
LICT,LICT CORP,OTC,Y
LIDA,LIDA INC CL A,,N
LIFB,LIFE BANCORP,,N
LIFC,LIFECELL CORP,,N
LIFE,ATYR PHARMA INC,NSDQ,Y
LIFE.,LIFELINE SYS,,N
LIFE2,LIFE TECHNOLOGS,,N
LIFF,LIFSCHULTZ INDS,,N
LIHR,LIHIR GOLD-ADR,,N
LII,LENNOX INTL INC,NYSE,Y
LII.1,LARIZZA INDS,,N
LIL,LONG ISLAND LT,,N
LILA,LIBERTY LA-A,NSDQ,Y
LILAK,LIBERTY LA-C,NSDQ,Y
LIMC,LIMCO-PIEDMONT,,N
LIME,LIME ENERGY CO,OTC,Y
LIMS,STARLIMS TECH,,N
LIN,LINDE PLC,NYSE,Y
LIN.,LINENS N THINGS,,N
LIN.2,LIN MEDIA LLC,,N
LINB,LIN BROADCAST,,N
LINC,LINCOLN EDUCATL,NSDQ,Y
LIND,LINDBLAD-EXPDTN,NSDQ,Y
LIND.,LINDBERG CORP,,N
LINE1,ONLINETRADING,,N
LINEQ,LINN ENERGY LLC,OTC,N
LINK,INTERLINK ELECT,NSDQ,N
LINN,LION INC,,N
LINUF,LI NIU TECH,OTC,Y
LINX,LINX SA-ADR,NYSE,Y
LION,FIDELITY SOUTHN,NSDQ,N
LIOPF,LION CORP,OTC,Y
LIOX,LIONBRIDGE TECH,NSDQ,N
LIPD,LIPID SCIENCES,OTC,N
LIPO.,LIPOSOME CO,,N
LIQB,LIQUI-BOX CORP,,N
LIQDQ,LIQUID HOLDINGS,OTC,Y
LIQT,LIQTECH INTL,NSDQ,Y
LISB.,LONG ISLAND BCP,,N
LIT.,LITTON INDS INC,,N
LITB,LIGHTINTHEBOX-A,NYSE,Y
LITE,LUMENTUM HLDGS,NSDQ,Y
LITE.,VLPS LIGHTG SVC,,N
LIVC,LIVE CURRENT,OTC,Y
LIVE,LIVE VENTURES,NSDQ,Y
LIVK,LIV CAPITAL ACQ,NSDQ,Y
LIVN,LIVANOVA PLC,NSDQ,Y
LIVV,LIVINGVENTURES,OTC,N
LIVX,LIVEXLIVE MEDIA,NSDQ,Y
LIWA,LIHUA INTL INC,OTC,N
LIXT,LIXTE BIOTECH,OTC,Y
LIZI,LIZHI INC,NSDQ,Y
LJLB,LJL BIOSYSTEMS,,N
LJPC,LA JOLLA PHARMA,NSDQ,Y
LK,LUCKIN COFFEE,NSDQ,Y
LKCO,LUOKUNG TECH,NSDQ,Y
LKFLF,LUK FOOK HLDGS,OTC,Y
LKFN,LAKELAND FINL,NSDQ,Y
LKII,LAZARE KAPLAN,OTC,N
LKM,LINK MOTION INC,NYSE,Y
LKQ,LKQ CORP,NSDQ,Y
LKSDQ,LSC COMMUNICTNS,OTC,Y
LKST.,LEUKOSITE INC,,N
LL,LUMBER LIQUIDAT,NYSE,Y
LLB,COMPUTRAC,,N
LLEN,L&L ENERGY INC,OTC,N
LLEX,LILIS ENERGY,NYSE,Y
LLIT,LIANLUO SMART,NSDQ,Y
LLL,L3 TECHNOLOGIES,NYSE,N
LLNW,LIMELIGHT NETWK,NSDQ,Y
LLSL,LAKELAND FIRST,,N
LLTC,LINEAR TEC CORP,NSDQ,N
LLUR,LURIA (L)& SONS,,N
LLX.,LOUISIANA LAND,,N
LLY,LILLY ELI & CO,NYSE,Y
LM,LEGG MASON INC,NYSE,Y
LMAR,LAMAUR CORP,,N
LMAT,LEMAITRE VASCLR,NSDQ,Y
LMB,LIMBACH HOLDNGS,NSDQ,Y
LMBC,LANDMARK BANCP,,N
LMDCF,LINGO MEDIA CP,OTC,Y
LMDIA,LIBERTY M ENT-A,,N
LMFA,LM FUNDING AMER,NSDQ,Y
LMIA,LMI AEROSPACE,NSDQ,N
LMLP.,LML PAYMENT SYS,,N
LMNE,LUMINENT INC,,N
LMNL,LIMINAL BIOSCI,NSDQ,Y
LMNR,LIMONEIRA CO,NSDQ,Y
LMNS,LUMENIS LTD,NSDQ,N
LMNTQ,LAMONTS APPAREL,,N
LMNX,LUMINEX CORP,NSDQ,Y
LMOS,LUMOS NETWORKS,NSDQ,N
LMPX,LMP AUTOMOTIVE,NSDQ,Y
LMRK,LANDMARK INFRAS,NSDQ,Y
LMRK.,LANDMARK GRAPHI,,N
LMRK1,LIFEMARK CORP,,N
LMRMF,LOMIKO METALS,OTC,Y
LMS,LAMSON & SESSNS,,N
LMSC,LIVE MICROSYSTM,OTC,Y
LMSMF,LMS MED SYS INC,,N
LMST,LIMESTONE BCP,NSDQ,Y
LMT,LOCKHEED MARTIN,NYSE,Y
LMTI,LASER MASTER IN,OTC,Y
LN,LINE CORP -ADR,NYSE,Y
LNBB,LNB BANCORP INC,NSDQ,N
LNC,LINCOLN NATL-IN,NYSE,Y
LNCB,LINCOLN BANCORP,,N
LNCE,SNYDERS-LANCE,NSDQ,N
LNCGY,LINC ENERGY LTD,OTC,N
LNCMQ,LENCO MOBILE,OTC,N
LNCOQ,LINN CO LLC,OTC,N
LNCR,LINCARE HLDGS,,N
LND,BRASILAGRO-ADR,NYSE,Y
LNDC,LANDEC CORP,NSDQ,Y
LNDL,LINDAL CEDAR HM,,N
LNDNY,LUNDIN PETROLM,OTC,N
LNEGY,LINDE AG ADR,OTC,N
LNETQ,LODGENET INTERA,OTC,N
LNG,CHENIERE ENERGY,NYSE,Y
LNGLY,LIQUEFIED NATRL,OTC,Y
LNKD,LINKEDIN CORP-A,NYSE,N
LNM,LUMEN TECH,,N
LNMIY,LONMIN PLC ADR,OTC,N
LNN,LINDSAY CORP,NYSE,Y
LNNGY,LI NING COMPANY,OTC,Y
LNR,LNR PROPERTY,,N
LNREF,LONESTAR RESRCS,OTC,N
LNT,ALLIANT ENGY CP,NSDQ,Y
LNTE,LANTE CORP,,N
LNTH,LANTHEUS HLDGS,NSDQ,Y
LNTV,LIN TELEVISION,,N
LNVGY,LENOVO GRP LTD,OTC,Y
LNY,LANDRYS RESTRNT,,N
LO,LORILLARD CO,NYSE,N
LOAC,LONGEVITY ACQ,NSDQ,Y
LOAN,MANHATTAN BRIDG,NSDQ,Y
LOAX,LOG ON AMERICA,,N
LOB,LIVE OAK BNCSH,NSDQ,Y
LOC,LOCTITE CORP,,N
LOCK,LIFELOCK INC,NYSE,N
LOCK.,SAF T LOK INC,,N
LOCMQ,LOCAL CORP,OTC,Y
LOCO,EL POLLO LOCO,NSDQ,Y
LODE,COMSTOCK MINING,NYSE,Y
LODG,SHOLODGE INC,OTC,N
LOEHQ,LOEHMANN'S INC,,N
LOG.1,RAYONIER TIMBLD,,N
LOGC,LOGICBIO THERPS,NSDQ,Y
LOGC.,LOGIC DEVICES,,N
LOGI,LOGITECH INTL,NSDQ,Y
LOGM,LOGMEIN INC,NSDQ,Y
LOGN,LOGANSPORT FINL,OTC,Y
LOGQ,LOGICQUEST TECH,OTC,Y
LOIMF,LOOMIS AB,OTC,Y
LOIS,LOISLAW.COM,,N
LOJAY,LOJAS AMERICANA,,N
LOJN,LO-JACK CORP,NSDQ,N
LOMA,LOMA NEGRA CIA,NYSE,Y
LONCF,LONCOR RESOURCE,OTC,Y
LONDY,LONDON INTL GRP,,N
LONE,LONESTAR RESRCS,NSDQ,Y
LONG,ELONG INC-ADR,NSDQ,N
LONKF,LONKING HOLDING,OTC,Y
LOOK,LOOKSMART LTD,NSDQ,N
LOOP,LOOP INDUSTRIES,NSDQ,Y
LOOP.,LOOPNET INC,,N
LOPE,GRAND CANYON ED,NSDQ,Y
LOR.2,LORAL CORP,,N
